 mid, username, rpid, gender, content, ctime, likes, rcount
1570690,叔叔带我去干嘛,1978874127,保密,我们的孩子，他长大了,2019-09-23 00:48:48,1,0
390861155,鈴木広,1978869807,男,完结撒狗粮[doge],2019-09-23 00:48:47,1,0
37421554,想骑阳,1978874115,保密,还有第三季吗！！！！！！！一定要有啊！！！！！！,2019-09-23 00:48:46,1,0
291079247,哀殿之翼,1978874107,女,完结撒花 感谢陪伴,2019-09-23 00:48:44,1,0
238579363,高和西的日常,1978876283,男,不要完结啊，我还没看够啊，不甘心啊。,2019-09-23 00:48:42,1,0
7459594,杨富贵的羊,1978876279,男,简单而单纯的青春懵懂，哪怕即将迈入垂垂老矣的而立之年，却依旧看番会脸红。,2019-09-23 00:48:42,1,0
130213673,神之子您,1978876211,男,完结撒花，舒服且难受,2019-09-23 00:48:35,1,0
3879419,花释祈愿言和月,1978876188,保密,↓希望12月出高木第三季的人,2019-09-23 00:48:32,4,0
4273737,枫树糖罐,1978873965,女,虽说又是日剧跑，但这几分钟竟然真的甜到我了！！,2019-09-23 00:48:28,1,0
72851963,蔓越莓和煎饼,1978876141,男,到最后真的哭了，羡慕这样的青春,2019-09-23 00:48:27,1,0
358543522,时尘长安,1978876033,男,"完结撒花(=・ω・=)感谢各位蛆的陪伴(´；ω；`)
各位B站小伙伴们都能遇上像高木同学或西片同学这样的真爱！(｡･ω･｡)ﾉ♡但不要太怂啊，毕竟不是每个人都像高木那样懂西片！要加油啊！一定要幸福啊！",2019-09-23 00:48:14,1,0
18011249,太吾一笑,1978869526,男,完结撒花，木村真是好兄弟！西片同学终于出息了一回！我这个猛男都快在床上扭成蛆了[惊喜],2019-09-23 00:48:13,1,0
195477025,龙生不离虎,1978869519,男,本集热点，西片主动牵太太手了[吃瓜][吃瓜][吃瓜][吃瓜],2019-09-23 00:48:12,1,0
168231206,woshiwudide,1978875950,保密,我是柠檬精，越酸越年轻,2019-09-23 00:48:04,1,0
258871182,杨教授不要电我,1978873759,男,输了所有比赛，确赢得了你,2019-09-23 00:48:03,1,0
439576668,re从零开始的萌新,1978873752,保密,我好酸，还想继续酸[委屈],2019-09-23 00:48:02,1,0
440192816,无所事事的人-,1978873721,保密,完结撒花[小电视_太太喜欢],2019-09-23 00:47:59,1,0
336798898,玻色子和费米子,1978873680,男,好气啊，酸死我了🍋,2019-09-23 00:47:54,1,0
18393161,挖大孔,1978869319,男,----30000人----27000----20000----26000----17000，有些蛆就是靠扭一扭健身的（包括我）[请吃红小豆吧！_吃包],2019-09-23 00:47:48,1,0
6071897,默默大法师,1978869273,保密,甜到牙疼（￣▽￣）,2019-09-23 00:47:43,1,0
25474621,Pegasus14th,1978873447,男,这只能用来映射现实的悲哀了吧，毕竟每个人都向往的话那一定是他不曾拥有的。[响指]安好她,2019-09-23 00:47:28,1,0
389430374,盛棠溪,1978873401,保密,大爱高木同学！[喜欢]用不放弃！[支持]期待第三季！[支持],2019-09-23 00:47:23,1,0
366625219,红豆薏米红,1978873380,保密,贫穷的我只能来看看评论[doge],2019-09-23 00:47:20,1,0
23400881,蓝晶z,1978875531,保密,喜欢这部番，,2019-09-23 00:47:16,1,0
13124486,本子画手真白酱,1978875523,女,我说小胖胖 村木 是 金牌辅助 大家有没有意见？,2019-09-23 00:47:15,4,0
22261054,奇迹中的日常,1978873327,男,愿有情人终成眷属,2019-09-23 00:47:15,1,0
7852681,6111xzy,1978873315,男,岂可修，要好好对高木啊，混蛋西片,2019-09-23 00:47:13,1,0
18554839,泷七星,1978868936,男,童年真美好！,2019-09-23 00:47:05,1,0
10869296,与狂三有约会的绅士,1978875430,保密,西片进场了！西片被控了！西片还在输出，他还在输出，他还在输出！西片同学打赢了！我的青春结束了[大哭][滑稽]阿勒？我说的是西片太太[阴险],2019-09-23 00:47:04,1,0
15478687,养只猫和狗_,1978875355,保密,流下了老父亲的眼泪,2019-09-23 00:46:55,1,0
143476788,_江水为竭へ,1978875344,男,看完有一种孩子终于长大了的老父亲的欣慰感[小电视_笑],2019-09-23 00:46:53,1,0
8911210,虚元-,1978875212,男,最后的月色真美 圆满了,2019-09-23 00:46:38,1,0
28591797,PPP殇心,1978875181,保密,为什么评分才9.9，那个0.1被谁吃掉了，给我吐出来！,2019-09-23 00:46:33,11,0
5763286,汪酱的死亡逃避,1978872854,男,这也太甜了吧！,2019-09-23 00:46:21,1,0
10923255,谜样的诗人,1978872844,男,期待期待,2019-09-23 00:46:19,1,0
5684935,薙切绘里奈在我床上,1978868548,男,不过如此.jpg,2019-09-23 00:46:14,1,0
183599104,空之筱,1978872770,男,完结了啊，都出来说句话吧,2019-09-23 00:46:11,1,0
11765661,Marblack丶,1978872751,保密,木村真的是那种是个人都想要的兄弟[大哭][大哭][大哭],2019-09-23 00:46:09,1,0
6311957,FollowY,1978864965,保密,完结撒花！,2019-09-23 00:46:08,1,0
33063731,数风流还看00后,1978864925,男,木村吼出来那一瞬间，我去，眼泪直接流了出来，木村这样的好兄弟一辈子估计都只能遇见一个吧,2019-09-23 00:46:03,1,0
9965854,樱岛麻衣sama,1978868375,女,西片总算出息了（￣▽￣）（姨母笑）,2019-09-23 00:45:55,1,0
65525281,2233的人生,1978872544,保密,期待2021年的高木第三季,2019-09-23 00:45:45,1,0
271652002,ii船到桥头自然沉,1978872520,男,期待第三季！！！,2019-09-23 00:45:43,1,0
439576668,re从零开始的萌新,1978868256,保密,第三季顶起来！！！,2019-09-23 00:45:43,1,0
313755739,隔壁的老王在此,1978868249,男,片到用时方恨少，粮到枯时才嫌早。,2019-09-23 00:45:42,1,0
9140516,贼塔菌zly,1978872398,保密,跪求第三季，然后做一季原高木同学，我想看一家三口的高甜日常啊[惊喜][惊喜][惊喜][惊喜][惊喜],2019-09-23 00:45:30,1,0
23598696,五彩金刚鹦鹉,1978868098,男,夏祭高木手里拎的是什么呢？好像也有其他女孩子也拎着，木村一看西片拎着就明白一切了。。。木村真是好兄弟[点赞],2019-09-23 00:45:25,1,0
859657,樱满秋,1978868094,男,看完的感觉：夏天结束了，我的床也被扭坏了[小电视_太太喜欢],2019-09-23 00:45:24,1,0
59108961,好吧打得过,1978868092,保密,9.9分谁干的？咋扣了0.1,2019-09-23 00:45:24,1,0
21346642,艾诺德修,1978864562,男,nb！木村真男人！,2019-09-23 00:45:22,1,0
2207655,这该死的小兵,1978872295,男,老泪纵横,2019-09-23 00:45:19,1,0
246274819,G会飞的猪,1978864308,保密,哭了，，没有大会员的我还得挨到下个星期[大哭][大哭],2019-09-23 00:44:54,1,0
15668020,渡夫,1978871990,保密,"血书婚后生活啊！
还有更关键的是，怎么结婚的！！",2019-09-23 00:44:44,1,0
15691,非洲阿萌,1978871968,保密,完食纪念,2019-09-23 00:44:43,1,0
108057898,鸭子的梨子大,1978867669,男,随着各个七月番的落幕，我们的二零一九年夏天正式宣告结束，也许大家在这个夏天有点遗憾，但是西片给在座老父亲老母亲们最后一个还算不错的回应，也许在这里，在这部番里，大家的夏天也圆满了吧。西片和高木，我们真的很期待和你们的再次见面呢！！！！！！,2019-09-23 00:44:36,1,0
86180184,孤城之王,1978864115,保密,最后结尾烟花处什么歌啊求问[2233娘_疑问],2019-09-23 00:44:34,1,1
16146543,神秘风声梦丨,1978874406,保密,君と光,2019-09-23 00:49:20,0,0
252125493,命运和剑,1978864100,保密,木村大喊西片，上面上面，好兄弟，我哭了[大哭][大哭],2019-09-23 00:44:32,1,0
25326978,んーーーーー,1978867631,男,单 推 胖 爷,2019-09-23 00:44:31,1,0
13392044,奶宝别乱挤,1978864069,男,真，看哭了，无限好评！,2019-09-23 00:44:29,1,0
6572422,念你给予安心丶,1978867589,男,多谢款待，完结撒花[小电视_太太喜欢][小电视_太太喜欢],2019-09-23 00:44:26,1,0
2774815,木橙,1978867522,男,西片，R了上去             我的身体扭成了R的形状 干 请再给我一万季,2019-09-23 00:44:19,1,0
351764855,寂寞の绝缘体,1978871760,男,从现在开始，这个神社叫高木神社，这个平台叫木村平台[吃瓜],2019-09-23 00:44:17,1,0
18152858,薄荷凉荼,1978871689,男,木村好兄弟！！！,2019-09-23 00:44:09,1,0
136976708,z燚炎,1978867400,男,多谢款待[小A和小B_撒花],2019-09-23 00:44:05,1,0
826086,区区一个妖岚,1978867389,保密,我说总觉得这把对局高木好像缺装备，原来缺个簪子,2019-09-23 00:44:04,1,0
88520730,wwss1,1978863835,保密,这碗糖对男女之间的距离描写的非常微妙，总是在一些细节上扣人心弦，让人不自觉的跟着紧张，只是牵下手就有种人生死而无憾的感觉。看完之后满脑子都是幸福的小片段，真想有一个这样的女友,2019-09-23 00:44:02,1,0
22614376,落叶憔悴,1978871566,保密,12集插曲君と光给个赞吧[蛆音娘_卖萌],2019-09-23 00:43:57,1,0
338344007,some-for-none,1978863769,男,嗯真好想起了我的高中那位同桌,2019-09-23 00:43:55,1,0
50219911,筑梦如歌,1978867287,男,结尾收得很漂亮,2019-09-23 00:43:53,1,0
3025648,凯凯的独角戏,1978867263,男,老父亲老泪纵横，太甜了，第三季快点出[大笑],2019-09-23 00:43:50,1,0
294300497,灭世灼燃,1978867260,男,温馨提示，本集二人没能一起看烟火大会，但成功牵上了手，且最后二人在海滩边玩线香烟花,2019-09-23 00:43:50,2,0
9014460,poi剑士,1978863667,男,完结撒花！虽然已经完结了，但是我的心不知怎么的，回想起了西片第一次A上去的场景，感觉...会有点寂寞呢..,2019-09-23 00:43:44,1,0
17527039,ghkbjkgr,1978867059,男,夏天彻底结束了啊,2019-09-23 00:43:26,1,0
226300525,白罗卜丸子,1978871285,女,封面好美[害羞],2019-09-23 00:43:25,1,0
19111752,筱鸫酱,1978867005,保密,木村真男人[点赞]西片终于a上去了,2019-09-23 00:43:21,1,0
35334577,宅ZQAQ,1978863450,保密,烟花绚烂浑不知，风景凝固为一人[罗小黑_可可爱爱]多谢款待！,2019-09-23 00:43:20,2,0
142488215,星空之空落,1978866979,保密,嗝，狗粮吃饱了,2019-09-23 00:43:18,1,0
23859900,二次元癌症晚期,1978863421,保密,恭喜 恭喜 结局很美！,2019-09-23 00:43:17,1,0
11719097,么了裤子,1978866896,保密,木村真男人！,2019-09-23 00:43:08,1,0
16904936,山隹木南,1978863285,保密,汪汪汪汪汪汪...希望以后可以也有个男孩子和我一起看高木同学[小电视_太太喜欢],2019-09-23 00:43:03,1,0
5462208,该取什么名字勒,1978871066,女,你们能循环几次勒,2019-09-23 00:43:01,1,0
26289812,没铭字的人,1978866812,男,有木村这样的基友真好啊[画风突变],2019-09-23 00:42:59,1,0
431587648,夕坂_01,1978871049,女,55555这也太甜啦吧啊啊啊！！撑到不行辽！！西片你终于出息了！！[大哭]我的天高木西片终于牵手成功了！！👫也是多亏了木村啊！！[小电视_赞]就问这样的好基友哪里找[点赞],2019-09-23 00:42:58,1,0
44272113,六枪皆空麦克雷,1978871046,男,"西片：钢铁直男的能力是有限的，越是想赢比试，越是能发现能力的不足，除非超越钢铁直男
高木；你想表达什么？
西片；别再走散了，高木！",2019-09-23 00:42:58,1,0
35792598,陌止菌,1978871018,保密,木村nb！,2019-09-23 00:42:56,1,0
60238749,19岁辅助想谈恋爱,1978866765,保密,夏天再见(´･_･`),2019-09-23 00:42:55,1,0
175014581,扭曲邦尼,1978871002,保密,快原地结婚吧。这只是另一个开始,2019-09-23 00:42:54,1,0
340485216,DavidZhai21520,1978863200,男,"日式清新就是这样的风格吧  总会有些小遗憾 然后再用小美好去填补 
时常羞涩的西片也终有勇敢的时刻 就这么一直牵着手吧 可爱的一对璧人( ´_ゝ｀)
多谢款待",2019-09-23 00:42:54,1,0
26597788,安司羽,1978863120,男,万人血书求出原高木同学,2019-09-23 00:42:45,1,0
16811585,狐澈,1978863104,保密,看完了，起来重新铺床单。,2019-09-23 00:42:43,1,0
165865980,我在另一个星球,1978870894,男,看完，我想说，两季了，米西噶大终于在最后两集证明了原来不是键盘坏了，他是可以A上去的，最后甚至一个R闪，配合着队友的助攻，完美收官。祝大家有高木一样的同桌和木村一样的好友哈哈。,2019-09-23 00:42:41,3,0
24434524,京无命,1978870839,保密,西片的基友真是太棒了。,2019-09-23 00:42:36,1,0
12066913,乐高方脸蝙蝠侠,1978866565,保密,"25岁的高木同学翻出了一本旧相册，是初中毕业的合照。
盯着照片中青涩的西片，她不自觉笑了起来，好像中学都还是不久以前，“好久没像以前那样捉弄你了啊。”她自语。「传说，在篝火晚会的舞蹈中能成功牵手，就可以两情相悦了。只差一点就能两情相悦呢，西片。」
「为了和你去夏祭更改了家庭旅行安排，破天荒为此和妈妈吵了架，期待很久后终于主动邀请我，但是也没能一起看到烟花啊。」
要是能像对情侣那样拉上我的手，就不会在人群之中走散了，她这么想着。要是我们能从以前就更像是对情侣，又会怎么样呢。
“你在看什么，妈妈！”一个小女孩蹦蹦跳跳地跑了过来，扑倒妈妈怀里。
“你知道这是谁吗？”她指着相片里的一个人问着小女孩。“是妈妈！！”孩子兴奋地叫着。“爸爸也在里面吗？”
她盯着相片又看了一会，挤出了笑容，“你找一找吧。”小女孩用手指点过每一个年轻的身形，找了好久，直到她急得快要哭出来了。“没找到爸爸啊？”
“哒”是门铃，“有可能是爸爸回来了哦，”她说，“我来去开门哇！”小孩啪啪迈着小小的步子跑了过去，抱过来一个对孩子来说有些大的袋子。
“是爷爷寄回来的特产吧。”她整理着袋子，并教孩子那些蔬菜和水果的名字，“这个是青椒。”小女孩吓得脸色变白，她讨厌青椒，可吃不吃由不得她，妈妈总会想出奇怪的办法骗她把青椒全部吃掉。
吃过用特产做的菜，安顿好睡着的孩子，她又坐回到了相册旁边，看着相片里的自己，再看看西片，想哭的冲动突然从身体直冲脸庞。她揉了揉有些湿润的眼睛，不论是当时还是此刻她都有着那么多的说不出的感情。“你现在在干什么呢，西片。”高木同学喃喃自语，不过应该是(原)高木同学才对，她的孩子小千曾经对自己说过，“我讨厌妈妈改了姓名！明明是姓高木才对，为什么结婚以后要改了姓啊。”“改姓也能是很幸福的事哦，”她当时这样说，“只要是能和自己爱的人在一起生活，一辈子就会开心快乐。”
又是一次门铃声，她擦了擦眼睛，走去开了门。
“因为两只手都有东西所以没法自己开门了，麻烦了。”
“没有，欢迎回家！”
“你的眼睛为什么红了，是哭了吗？”男人看了看，表情有点紧张担心。“怎么会，我只是打了个哈欠。”男人听了后这才笑了起来，“今天买了小千爱吃的栗子。”
高木看着进了屋的爸爸，有些狡黠地一笑，她为了不吵醒睡着的小千，虽然小千听到栗子已经准备去跑向她爸爸了，轻轻地关上了门。
就在门牌上，清楚写着这个家的姓氏。
(改自37话)",2019-09-23 00:42:35,1,0
225396256,雪之下_八幡っ,1978863000,保密,"这集很甜吗，也就那样
.      (⌒﹀⌒ ⌒﹀⌒)
　   /  (🍋)  (🍋)    \
　 ｜      / ︻ ╲  /)  \
　 / \      \ __/ ( /  ∩ )丶
　/    ╲＿︶╱   ノ╱ ｜
    L＿＿ ＿＿＿/  ＿＿|
           不  过  如  此",2019-09-23 00:42:32,1,0
14291524,MRLOKK,1978870759,保密,前排等第三季！！！,2019-09-23 00:42:29,1,0
106769077,-红橙-,1978862898,保密,特别甜，很向往，很怀念。,2019-09-23 00:42:21,1,0
341968464,Explorer丶H,1978866423,男,完结了，好多不舍啊,2019-09-23 00:42:21,1,0
38763996,简单de说丶吧,1978862839,保密,"硬币-1
硬币-1
硬币-1
硬币-1
硬币-1
硬币-1
硬币-1
硬币-1
硬币-1
硬币-1
硬币-1
硬币-1
好嘞，我履行承诺了，你们呢[吃瓜]",2019-09-23 00:42:15,1,0
35542554,秋名山污师,1978866352,保密,他踏着烟火而来，她亦是他眼中的瞩目。[小电视_赞][小电视_赞],2019-09-23 00:42:13,1,0
70464240,TRCRedstoner,1978866310,保密,看完留名。,2019-09-23 00:42:09,1,0
158156841,死了无数次的阿伟,1978870563,保密,不知道为啥，看到西片牵高木那一瞬间，眼泪就止不住的往下流，为什么呢？呐[小电视_哭泣],2019-09-23 00:42:07,1,0
14262020,三美姬の輪舞,1978866264,男,"《擅长捉弄的高木同学》×
《擅长养蛆的西片夫妇》√",2019-09-23 00:42:04,1,0
22134568,隨風逐影,1978870478,保密,虽然输了很多场比赛，但该赢的绝不会输。输了比赛，赢了人生[小电视_笑]羡慕[小电视_笑],2019-09-23 00:41:58,1,0
32295716,火云焰马,1978866179,男,话说图书管理员那一话呢？不，我知道的，第三季[画风突变],2019-09-23 00:41:55,1,0
194998612,我是一个贰,1978862608,男,虽然看不了但是完结撒花,2019-09-23 00:41:51,1,0
283347445,可爱-TuT,1978862557,男,点赞过一百开大会员看12集（只限我睡觉前）[画风突变],2019-09-23 00:41:47,1,0
10527589,无法直视11,1978866010,保密,"君と光
今晚就听这个入睡了",2019-09-23 00:41:40,1,0
4386876,云中心在,1978865992,男,"西片再次主动！AWSL[画风突变]
这币我也不留着了全给吧[画风突变]",2019-09-23 00:41:38,1,0
85808014,爱Miko丫,1978865957,女,祝大家有像高木的同桌，也有一个像木村一样的基友,2019-09-23 00:41:34,2,0
3455732,我所未知的世界,1978870156,男,看的真开心呢，每次看的时候都忘了我还是单身狗的事实！！,2019-09-23 00:41:23,1,0
75503628,坛主36,1978862324,保密,终于还是败在了狗粮上，狗粮果然一刻不能停，赶快充了大会员....,2019-09-23 00:41:22,1,0
14643643,御风不随行,1978862306,男,第三季gkd,2019-09-23 00:41:20,1,0
341968464,Explorer丶H,1978862303,男,感谢陪伴,2019-09-23 00:41:20,1,0
731885,蠢比的柴豆君,1978862227,男,"我：
SSSSSSSSSSSSSSSSSSSSS",2019-09-23 00:41:11,1,0
350168730,Haozikk,1978859984,男,第二季完结篇真的让我看泪目了，木村的那一神助攻让我感动，西片主动的牵手让我激动！一直都在吃的狗粮，在这一集，是真的甜到家了！一人血书求第三季表白！！！！,2019-09-23 00:41:04,1,0
246613833,夜のこ,1978859970,保密,夏天快结束了，高木也第二季完结了，可我怎么感觉这狗粮我还没吃饱，跪求第三季,2019-09-23 00:41:03,1,0
205969838,云淡风轻XOX,1978859954,男,感谢陪伴,2019-09-23 00:41:01,1,0
15209652,对我是笨蛋,1978859877,保密,西片终是牵了高木的是手,2019-09-23 00:40:54,1,0
79672608,EDGKnight,1978859762,保密,不懂就问 高木第一季去哪看,2019-09-23 00:40:40,1,1
14643643,御风不随行,1978866048,男,271,2019-09-23 00:41:45,0,0
39185331,天才小嗨客,1978859754,保密,想问一下各位，跟女孩子牵手是什么感觉？[大哭][大哭][大哭],2019-09-23 00:40:40,1,0
101673684,未见霞辉如念初,1978861890,保密,今天大结局，我抱着太太的抱枕一起扭[小电视_害羞],2019-09-23 00:40:37,1,0
91757345,哔哔哔汝王驾到,1978865391,男,为什么投币有上限,2019-09-23 00:40:35,1,0
175367124,FIX-FIX,1978861842,男,有一种老父亲的感觉，不容易啊啊啊，终于终于牵手了[微笑],2019-09-23 00:40:33,1,0
34519573,快乐的瓜皮,1978861782,男,哪里能找到BGM   君と光 可以听啊,2019-09-23 00:40:26,1,0
273130459,Home挚爱,1978865229,保密,鬼知道木村那段我听了多少遍,2019-09-23 00:40:18,1,0
23278900,仰天长啸壮怀激烈,1978859520,保密,".      (⌒﹀⌒ ⌒﹀⌒)
　   /  (🍋)  (🍋)    \
　 ｜      / ︻ ╲  /)  \
　 / \      \ __/ ( /  ∩ )丶
　/    ╲＿︶╱   ノ╱ ｜
    L＿＿ ＿＿＿/  ＿＿|
           不  过  如  此",2019-09-23 00:40:16,1,0
38034841,珺若寒,1978859441,保密,看完后最希望出现在身边的居然是木村！[2233娘_吃惊],2019-09-23 00:40:07,1,0
17403652,Magic丶ZH,1978859431,男,这也太甜了8⃣️呜呜呜，第三季赶紧安排上,2019-09-23 00:40:06,1,0
389430374,盛棠溪,1978861499,保密,西片最后的牵手感动哭了[大哭]。西片，这次是你赢了！,2019-09-23 00:39:56,1,0
30591938,たかクィーン,1978859288,保密,完结撒花~ 完全没有看够啊！！!,2019-09-23 00:39:52,1,0
407819946,肥宅包-子,1978859286,男,没看够啊啊啊,2019-09-23 00:39:52,1,0
135612,上杉伯严,1978861448,男,啊啊啊！！！啊啊啊！！！我把我的床扭散架了啊啊啊！！！,2019-09-23 00:39:50,1,0
8927887,看上去正派的反派角色,1978861377,保密,过节狗[doge],2019-09-23 00:39:42,1,0
272025254,明仔包,1978854846,保密,在桥那一段，太感人了吧[委屈],2019-09-23 00:39:39,1,0
1958117,好大一坨青春,1978859136,男,死八拉稀,2019-09-23 00:39:38,1,0
7397267,ARX7强弩,1978854805,男,"单身的原因找到了，要么是缺木村，要么就是本人
[抠鼻]",2019-09-23 00:39:35,1,0
33096796,平安四次元,1978859111,男,第三季擅长捉弄的西片太太呢？,2019-09-23 00:39:35,1,0
33807717,孤独丿的心灬,1978854785,保密,甜到掉牙，,2019-09-23 00:39:31,1,0
7182070,高木の西片同学,1978854771,保密,完结撒花，期待有第三季啊啊啊,2019-09-23 00:39:30,1,0
179876901,叶雨清枫,1978854730,保密,2020后我们再相遇一起吃狗粮吧。[小电视_太太喜欢],2019-09-23 00:39:26,1,0
12260662,萌丶小凛,1978854716,男,没别的，山村牛逼！！！！！！！小胖子牛逼！！！！！！,2019-09-23 00:39:24,1,0
175349190,晓墨MY1,1978861193,男,谁能告诉我这个ED和月色真美的哪个插曲联动的？？？我咋半天没有听出来？？？,2019-09-23 00:39:23,1,0
6592142,瞳总成神之路,1978861185,保密,什么时候可以看到结婚的他们🍋酸了,2019-09-23 00:39:22,1,0
227407834,1239921600,1978861183,保密,这最后一集就像是家里烧的菜，从一开头没带手机我就闻到了红烧肉的香味。放到后面果然端上来了一碗红烧肉。可是，他香啊！！！虽然一开始就猜到了，可是为什么他还是这么香啊！！！！！,2019-09-23 00:39:22,3,0
108057898,鸭子的梨子大,1978854615,男,完结了啊，有很多舍不得[大哭]，但是这是每一个季度都必须经历的事情[委屈]，每到这个时候就会多少感到悲伤，但是我们也得感谢他们陪我们走过的这一段路，真的十分感谢！[大笑]嗯，就像弹幕说的那样，希望我们还能够再见面，各位汪星人，亦或者，各位蛆们[惊喜][惊喜],2019-09-23 00:39:15,1,0
176034084,御坂彩加,1978858828,保密,完结撒喜糖……不，我还要看第三季！！！！！,2019-09-23 00:39:04,1,0
12493995,李白是打野,1978858824,保密,完结撒花🎉感谢陪伴🙏[2233娘_大笑][2233娘_第一],2019-09-23 00:39:03,1,0
203628281,cjusting,1978858814,男,太棒了！！！！！太棒了！！！！！我好喜欢这部番啊,2019-09-23 00:39:02,1,0
126126013,緋色の空丶,1978854474,男,无论多久，我都等你第三节[大哭],2019-09-23 00:39:01,1,0
102875408,MK十一尸,1978854371,男,在床上看到牵手那一段被舍友骂了，那没得办法啊，谁叫这糖这么甜呢？要是结尾高木同学来一首夏祭就更好了,2019-09-23 00:38:51,1,0
59595551,改个名字咋嫩难,1978860825,保密,我喜欢吃这粮,2019-09-23 00:38:45,1,0
35542554,秋名山污师,1978858635,保密,哭了哭了！！！！,2019-09-23 00:38:43,1,0
93902674,hsyguoke,1978854291,保密,有没有求婚的片段，我很想看。,2019-09-23 00:38:43,1,0
8295502,小明晃悠的一天,1978860784,男,[洛天依_打尻]为王牌僚机木村打call 然后就是敲丽娃我不想看到完结[洛天依_掀桌],2019-09-23 00:38:40,1,0
241750561,幼子姬,1978860776,女,"太太：我赢你无数次也不够
西片：我赢你一次即可",2019-09-23 00:38:39,1,0
126126013,緋色の空丶,1978858569,男,呜呜呜，完结了，请愚人节的时候再来一次吧[微笑][微笑],2019-09-23 00:38:36,1,0
86251471,绪夢Mooddream,1978854227,女,第5555条评论，此生感谢有你陪伴,2019-09-23 00:38:35,1,0
8796184,浮生视界,1978854198,男,"这个（硬币）给你
这个（五星好评）也给你
这些（分享，追番，安利好友）全都给你
[2233娘_大笑][2233娘_大笑]
恭喜男嘉宾牵手成功",2019-09-23 00:38:31,1,0
3392928,木木木的蜗牛,1978860660,男,完结撒花 明年一定要去日本看烟花大会,2019-09-23 00:38:27,1,0
31835007,藍藍藍藍朋友,1978854149,男,太太你就宠他吧，完结撒花！[小电视_哭泣],2019-09-23 00:38:25,1,0
79672608,EDGKnight,1978854147,保密,没了?,2019-09-23 00:38:25,1,0
251030911,づはいじゅn,1978860621,女,撒花[2233娘_大哭],2019-09-23 00:38:24,1,0
23183048,喀耳刻丶,1978854134,保密,今年七月番质量是真的高,2019-09-23 00:38:23,2,0
20372244,杜德隆,1978858427,男,好兄弟，牛逼!,2019-09-23 00:38:21,1,0
91702387,绝世哒哒啦,1978860589,保密,"狗粮真甜（×）
西片的光速白给真好笑（√）
（狗头）",2019-09-23 00:38:20,1,0
115739468,默默丶DB,1978858419,保密,又看了一遍十一集，看了看会员专享的12集，8嗦了，开冲[小电视_害羞],2019-09-23 00:38:20,1,0
31993339,六面禽兽,1978858409,男,不多说了，awsl,2019-09-23 00:38:19,1,0
1947175,aini23333,1978860568,男,[大哭]下周没得看了,2019-09-23 00:38:19,1,0
8064375,Heaven大都督,1978858310,保密,西片这孩子是我们看着长大的啊~,2019-09-23 00:38:09,1,0
8423903,尘x翼,1978853946,男,哎呀呀，这个夏天可以结束了[大哭],2019-09-23 00:38:04,1,0
43542271,Sunny丶夕夏,1978853924,女,完结撒花 期待某某年出第三季,2019-09-23 00:38:01,1,0
23278900,仰天长啸壮怀激烈,1978853872,保密,冲冲冲！似蛆兄弟在行动！[2233娘_大笑],2019-09-23 00:37:56,1,0
408167213,可休大魔王,1978860353,保密,完结撒花，感谢陪伴，希望下一季能再见！！兄弟们，我快了了满足了！你们呢！！,2019-09-23 00:37:54,1,0
331349779,简月s,1978858131,保密,去年夏天的碧蓝之海，今年夏天的高木，感谢陪伴[惊喜][惊喜][惊喜],2019-09-23 00:37:49,1,0
4307346,阿尔瓦,1978853736,保密,似蛆兄弟集合了,2019-09-23 00:37:42,1,0
2774815,木橙,1978853620,男,干！想让我停止我的床上高强度扭动训练？ 不好意思不可能哒！二刷！再次训练想不到吧,2019-09-23 00:37:30,1,0
22082493,经常单杀高木的西片,1978853614,保密,不好意思，我就是那条蛆[蛆音娘_滑稽],2019-09-23 00:37:30,1,0
81838966,你好啊游先生,1978860118,保密,木村真男人！顶啊[响指](｀・ω・´),2019-09-23 00:37:28,1,0
9310983,德云小月亮,1978853504,男,米西口豆,2019-09-23 00:37:19,2,0
6844561,zzhhwx,1978860026,男,完结了  祝大家都有西片一样的同桌（异性朋友）木村一样的朋友  大家第三季再见[支持],2019-09-23 00:37:18,1,0
2444453,花火CatCO3,1978849993,男,柠檬滞销，帮帮老父亲们吧。,2019-09-23 00:37:14,1,0
22478819,YodoCihideo,1978857799,保密,感谢你给我为数不多的开心与感动[微笑],2019-09-23 00:37:13,1,0
16005964,只愿做友人A,1978857737,男,我还没吃够啊呜呜呜[小电视_哭泣],2019-09-23 00:37:07,1,0
11887221,执杖同学,1978849897,保密,给👴整个第三季⑧，秋梨膏~,2019-09-23 00:37:05,1,0
3311856,花夜浮雪,1978853369,保密,小胖真兄弟[支持],2019-09-23 00:37:04,1,0
42540553,喜欢高木同学的比企谷,1978853334,保密,舍不得看˚‧º·(˚ ˃̣̣̥᷄⌓˂̣̣̥᷅ )‧º·˚,2019-09-23 00:37:00,1,0
13714653,墨染出青花,1978857651,保密,坐等第三季——《擅长捉弄的西片太太》[滑稽],2019-09-23 00:36:57,1,0
